war_id,war_name,side,bucket,low,high,notes
wwii_pacific_theater,World War II - Pacific Theater / Asia-Pacific War,Empire of Japan / Axis-aligned side,deaths_from_actions:famine,2400000,4000000,"Includes famine, forced labor and occupation breakdown; the 3.3 million point refers to a demographic estimate of net population loss in Java during Japanese occupation."
wwii_pacific_theater,World War II - Pacific Theater / Asia-Pacific War,Empire of Japan / Axis-aligned side,deaths_from_actions:famine,1000000,2000000,"The 1944-45 Vietnam famine was caused by Japanese occupation demands, French colonial administration, transport disruption, Allied attacks and crop failures; attribution is shared but Japanese requisition and occupation policy were central."
wwii_pacific_theater,World War II - Pacific Theater / Asia-Pacific War,Empire of Japan / Axis-aligned side,deaths_from_actions:forced_labor,102000,106000,"Many standard accounts give about 90,000 Asian civilian laborer deaths and about 12,000-16,000 Allied POW deaths. These overlap with broader Southeast Asia occupation-death estimates."
wwii_pacific_theater,World War II - Pacific Theater / Asia-Pacific War,Empire of Japan / Axis-aligned side,deaths_from_actions:captivity,35500,41600,"Approximately 132,000 Western Allied POWs were captured by Japan; about 27% died. Some aggregate POW-death figures differ depending on inclusion of deaths from Allied attacks on POW transport ships."
wwii_pacific_theater,World War II - Pacific Theater / Asia-Pacific War,Allies,military_killed,3200000,4300000,"Dominated by China. China is commonly listed at 3-4 million military deaths for the 1937-45 war with Japan/WWII. Additional deaths include roughly 108,000-112,000 U.S. Asia-Pacific deaths, about 57,000 Philippine military deaths, roughly 30,000 British Empire Far East deaths, Soviet killed/missing i"
wwii_pacific_theater,World War II - Pacific Theater / Asia-Pacific War,Allies,civilians_killed_directly,333000,1000000,The lower bound counts only USSBS Medical Division deaths from bombing of Japan. The upper bound includes high USSBS survey estimates and some civilian deaths from Okinawa/Manila attributable to Allied firepower; overlap and attribution uncertainty are severe.
wwii_pacific_theater,World War II - Pacific Theater / Asia-Pacific War,Allies,deaths_from_actions:famine,2100000,3800000,"The Bengal famine death toll is commonly summarized around 2.1 million in scholarly consensus, with wider estimates up to 3.8 million. British wartime policy was a major causal factor, but not the sole cause; Japanese conquest of Burma, transport disruption, inflation, market failure, crop issues an"
wwii_pacific_theater,World War II - Pacific Theater / Asia-Pacific War,Allies,deaths_from_actions:blockade,,,"The Allied submarine campaign and mining/blockade severely disrupted food and fuel flows, but I did not find a reliable separable death toll attributable specifically to blockade-induced civilian starvation in Japan."
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),British colonial / Allied wartime authorities,military_killed,0,0,No famine-specific military killed category is normally counted. This excludes unrelated World War II combat deaths in the Burma campaign or Indian Army service elsewhere.
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),British colonial / Allied wartime authorities,civilians_killed_directly,0,0,"No major body of scholarship treats the Bengal famine death toll as direct killings by British or Allied forces through massacre, shooting, or bombing. Deaths were indirect famine and disease deaths."
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),British colonial / Allied wartime authorities,deaths_from_actions:famine,1500000,3800000,"This is the overall famine excess-mortality range under British wartime rule and policy failure, not a clean apportionment proving that every death was caused solely by one British decision. Official inquiry gave about 1.5 million; later demographic and historical work often gives about 2.1 million "
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),British colonial / Allied wartime authorities,deaths_from_actions:displacement,,,"The Famine Inquiry Commission recorded 66,563 boats in the denial area and reported that removal of so many boats restricted foodgrain movement and severely affected fishermen. It also recorded that more than 30,000 families were required to evacuate homes and land for military purposes, many becomi"
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),British colonial / Allied wartime authorities,deaths_from_actions:disease,,,"Disease caused a large share of excess deaths, especially in 1944 after the worst food-price crisis had begun to ease. The literature does not allow a clean separation between starvation deaths and disease deaths caused by wartime policy failure."
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),Imperial Japan,military_killed,0,0,No Japanese military deaths are counted in the Bengal famine toll. Japanese deaths in the Burma campaign are outside this famine accounting.
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),Imperial Japan,civilians_killed_directly,0,0,"Japanese forces did not occupy Bengal during the famine, and the famine toll is not normally counted as direct Japanese killings inside Bengal."
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),Imperial Japan,deaths_from_actions:blockade,,,Japan's conquest of Burma ended rice imports from Burma and helped trigger severe price and supply shocks in Indian rice markets. The Famine Inquiry Commission treated this as an important factor but did not provide a separate mortality estimate attributable solely to Japan.
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),Bengal private market actors,military_killed,0,0,"This was not a military side; it is included as a causal actor because official and scholarly sources discuss hoarding, profiteering, and unequal access to food."
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),Bengal private market actors,civilians_killed_directly,0,0,"No separate direct-killing toll is attributed to private market actors. Their role was indirect through speculation, hoarding, price escalation, and unequal access to food."
bengal_famine_1943,Bengal Famine of 1943 (wartime British policies),Bengal private market actors,deaths_from_actions:famine,,,"The Famine Inquiry Commission wrote that enormous profits were made and that profits for some meant death for others, but it did not estimate a separate death toll attributable to traders, hoarders, or large producers. These deaths overlap with the total famine toll attributed to administrative and "
indonesian_national_revolution,Indonesian National Revolution,Indonesian Republic / Indonesian revolutionary forces,military_killed,45000,100000,"Adrian Vickers' range as summarized by NIOD: 45,000-100,000 Indonesian military fatalities. Attribution by killer is not clean because deaths occurred against Dutch, British/Indian, Japanese, and rival Indonesian forces."
indonesian_national_revolution,Indonesian National Revolution,Indonesian Republic / Indonesian revolutionary forces,civilians_killed_directly,3500,30000,The high value reflects the Bersiap range only; anti-Chinese and internal-political victims may overlap with broader civilian-fatality estimates and cannot be cleanly added. Indonesian revolutionary forces were fragmented; some killings were by local militias rather than by the central Republican st
indonesian_national_revolution,Indonesian National Revolution,Indonesian Republic / Indonesian revolutionary forces,deaths_from_actions:displacement,,,"Republican and militia actions included deportations, forced evacuations, looting, and burning of property, especially during Dutch offensives. No separable indirect-death estimate was found."
indonesian_national_revolution,Indonesian National Revolution,Indonesian Republic / Indonesian revolutionary forces,deaths_from_actions:scorched_earth,,,"Scorched-earth actions and evacuations caused hardship and displacement, but no credible separate mortality estimate was found."
indonesian_national_revolution,Indonesian National Revolution,Netherlands-led colonial side,military_killed,4585,15000,"NIOD gives 4,585 Dutch land-force deaths: 2,479 killed in action and 2,106 disease/accident deaths. Broader counts include 4,751 in Oostindie, 6,177 in the Roermond/De Leeuw database for a wider period including New Guinea, and 15,000 Dutch-side dead in Marjolein van Pagee's broader estimate includi"
indonesian_national_revolution,Indonesian National Revolution,Netherlands-led colonial side,civilians_killed_directly,25000,100000,"The 25,000-100,000 range is the broad Indonesian civilian-fatality range, not a clean Dutch-only total. Named atrocities demonstrate a documented minimum, while dispersed patrol, bombardment, and reprisal deaths are not comprehensively counted."
indonesian_national_revolution,Indonesian National Revolution,Netherlands-led colonial side,deaths_from_actions:displacement,,,"Dutch military action caused displacement, village destruction, and economic disruption, but no credible separable indirect-death estimate was found."
indonesian_national_revolution,Indonesian National Revolution,Netherlands-led colonial side,deaths_from_actions:economic_disruption,,,"The war produced shortages and split Dutch/Republican economies, but sources do not provide a defensible indirect mortality count attributable to Dutch policy alone."
indonesian_national_revolution,Indonesian National Revolution,British / British Indian Allied forces,military_killed,600,1200,"UCA gives 600 British soldiers killed in the 1945-46 conflict phase; New World Encyclopedia gives 1,200 British soldiers killed or missing in Java and Sumatra in 1945-46, most of them Indian soldiers. UCA also gives a narrower 263 killed in Java/Sumatra clashes from 10 Nov. 1945 to 16 Feb. 1946."
indonesian_national_revolution,Indonesian National Revolution,British / British Indian Allied forces,civilians_killed_directly,,,"British-caused civilian deaths occurred, especially at Surabaya, but the accessible sources do not permit a credible civilian-only count."
indonesian_national_revolution,Indonesian National Revolution,Japanese surrender forces / Japanese troops in Indonesia,military_killed,1057,1743,"Accessible summaries report 1,057 Japanese dead in Bandung alone, only about half in combat. Some revolution casualty summaries give 1,743 Japanese killed across Indonesia, but this higher total is less securely documented in open sources."
indonesian_national_revolution,Indonesian National Revolution,Japanese surrender forces / Japanese troops in Indonesia,civilians_killed_directly,,,Japanese surrender forces fought Indonesian pemuda while trying to maintain order and guard arms. No robust total of civilians directly killed by Japanese forces in the post-surrender revolutionary period was found.
first_indochina_war,First Indochina War,Viet Minh / Democratic Republic of Vietnam side,military_killed,175000,300000,"Western estimates commonly give 175,000-300,000 Viet Minh dead or missing; a Vietnamese government figure is 191,605 dead or missing. A higher 500,000 figure exists in some summaries but appears not to be a clean military-death count."
first_indochina_war,First Indochina War,Viet Minh / Democratic Republic of Vietnam side,civilians_killed_directly,100000,150000,"The main attributed civilian-death estimate for Viet Minh direct violence is Dommen's 100,000-150,000 assassinated civilians. Attribution is contested and the figure is not independently verified by a truth commission."
first_indochina_war,First Indochina War,Viet Minh / Democratic Republic of Vietnam side,deaths_from_actions:captivity,,,"Large numbers of pro-French personnel died or disappeared after capture, but available sources do not support a clean death total. Chemins de mémoire says more than 20,000 French, Legionnaire, and African troops were reported prisoners or missing, plus tens of thousands of Indochinese. ANAPI cites a"
first_indochina_war,First Indochina War,Viet Minh / Democratic Republic of Vietnam side,deaths_from_actions:forced_march,,,"ANAPI reports very high mortality on forced marches and cites a claim that about 70% of Dien Bien Phu prisoners died after four months of captivity, but this is not a total-war aggregate."
first_indochina_war,First Indochina War,French Union / Associated States side,military_killed,92000,134500,"The low estimate uses official-style French category totals of about 92,000 dead. The high estimate uses a broader tabulation of about 75,581 French Union dead plus 58,877 State of Vietnam dead or missing, about 134,500. Some categories may overlap, so the high estimate should be treated cautiously."
first_indochina_war,First Indochina War,French Union / Associated States side,civilians_killed_directly,60000,250000,"The 60,000-250,000 range is used as the main attribution band for French-caused direct civilian deaths. Individual massacre figures are illustrative and included within, not added on top of, that range."
first_indochina_war,First Indochina War,French Union / Associated States side,deaths_from_actions:detention,,,"French forces practiced torture against Viet Minh prisoners, but I found no reliable aggregate death toll for deaths caused by French detention and interrogation policies."
first_indochina_war,First Indochina War,French Union / Associated States side,deaths_from_actions:execution,,,"ANAPI reports that camps transferred in 1952-1953 to Vietnamese National Army administration were associated with summary executions, but no usable aggregate total is provided."
chinese_civil_war_finale,Chinese Civil War (post-1945 phase),Kuomintang / Republic of China,military_killed,600000,,"Britannica reports about 600,000 Nationalist troops killed in combat. Rummel gives 1,201,000 total Chinese war/rebellion dead for 1945-1949 but does not split them by side, so a side-specific high estimate is not assigned."
chinese_civil_war_finale,Chinese Civil War (post-1945 phase),Kuomintang / Republic of China,civilians_killed_directly,10000,28000,"Only the 228 Incident is given a discrete numeric range. Rummel attributes 2,645,000 civil-war-period democide victims to the Nationalists, but that aggregate includes direct and indirect deaths and is not placed wholly in this direct-killing field."
chinese_civil_war_finale,Chinese Civil War (post-1945 phase),Kuomintang / Republic of China,deaths_from_actions:democide / forced_conscription / repression / famine_policy,,,"Rummel attributes 2,645,000 democide victims to the Nationalists in the 1945-1949 civil-war period. This is an aggregate that likely includes both direct and indirect deaths; it cannot be cleanly split into direct executions versus indirect policy deaths."
chinese_civil_war_finale,Chinese Civil War (post-1945 phase),Chinese Communist Party / People's Liberation Army,military_killed,260000,,"A commonly cited PLA breakdown for the 1945-1949 phase gives about 260,000 killed, 190,000 missing, and 850,000 wounded, excluding some irregulars. Britannica reports official Communist figures of about 1.5 million PLA dead and wounded."
chinese_civil_war_finale,Chinese Civil War (post-1945 phase),Chinese Communist Party / People's Liberation Army,civilians_killed_directly,,,No clean direct-civilian-killing subtotal was found. Rummel's Communist democide figure is treated as an aggregate in deaths_from_actions rather than assigned entirely to direct killing.
chinese_civil_war_finale,Chinese Civil War (post-1945 phase),Chinese Communist Party / People's Liberation Army,deaths_from_actions:blockade / siege / starvation,120000,330000,"The PLA siege/blockade of Changchun in 1948 caused mass starvation. Commonly cited ranges run from 120,000 to 330,000 civilian deaths; 150,000 is also a frequently cited point estimate. This event should not be added on top of Rummel's aggregate Communist democide if already included there."
chinese_civil_war_finale,Chinese Civil War (post-1945 phase),Chinese Communist Party / People's Liberation Army,deaths_from_actions:democide / land_reform / repression / forced_labor / displacement,,,"Rummel attributes 2,323,000 democide victims to the Communists in the 1945-1949 civil-war period. This is an aggregate including direct and indirect deaths and overlaps with specific events such as Changchun if those are included in the underlying democide estimate."
partition_of_india,Partition of India,Muslim / Pakistan-side communal actors,military_killed,,,"No reliable aggregate found for combatant deaths among Muslim/Pakistan-side irregulars, cadres, police deserters, or militias. Partition violence was primarily communal and civilian."
partition_of_india,Partition of India,Muslim / Pakistan-side communal actors,civilians_killed_directly,200000,500000,"Victim-side estimates are used because the literature rarely provides perpetrator-side totals. Muslim/Pakistan-side actors directly killed large numbers of Hindu and Sikh civilians, but a clean aggregate is not available."
partition_of_india,Partition of India,Muslim / Pakistan-side communal actors,deaths_from_actions:ethnic_cleansing,,,"Indirect deaths from forced flight, disease, exposure, and hunger are not separated from direct massacre deaths in the available sources."
partition_of_india,Partition of India,Hindu-Sikh / India-side communal actors,military_killed,,,"No reliable aggregate found for combatant deaths among Sikh jathas, Hindu militias, princely-state forces, local police, or other India-side armed actors."
partition_of_india,Partition of India,Hindu-Sikh / India-side communal actors,civilians_killed_directly,200000,500000,"Victim-side estimates are used because the literature rarely provides perpetrator-side totals. Hindu-Sikh/India-side actors directly killed large numbers of Muslim civilians, but a clean aggregate is not available."
partition_of_india,Partition of India,Hindu-Sikh / India-side communal actors,deaths_from_actions:ethnic_cleansing,,,"Indirect deaths from forced flight, disease, exposure, hunger, and refugee movement are not separated from direct massacre deaths in the available sources."
partition_of_india,Partition of India,"British colonial, successor-dominion, and princely-state authorities",military_killed,,,"No reliable aggregate found for troops, police, or security personnel killed in Partition-related service."
partition_of_india,Partition of India,"British colonial, successor-dominion, and princely-state authorities",civilians_killed_directly,,,"No single aggregate for direct killings by British or successor-dominion state forces was found. Most direct killings are attributed to communal mobs, militias, irregulars, and local armed groups, with Jammu as a major state-force-linked exception."
partition_of_india,Partition of India,"British colonial, successor-dominion, and princely-state authorities",deaths_from_actions:state_failure,,,"The rushed partition, late boundary announcement, inadequate security, and refugee-protection failures were important causal conditions, but no reliable numerical share of deaths can be assigned to this bucket."
first_arab_israeli_war_1948,1948 Arab-Israeli War / Nakba,Jewish / Israeli side,military_killed,4000,4624,"Israeli official and secondary sources vary: IDF public history gives about 4,000 soldiers; the Israel Ministry of Defense archive gives 4,624 soldiers fallen in the war; overall Israeli/Jewish deaths are often given as about 5,700-6,400 or 6,373."
first_arab_israeli_war_1948,1948 Arab-Israeli War / Nakba,Jewish / Israeli side,civilians_killed_directly,1749,2400,"Israeli civilian deaths are usually given as more than 2,000 or about 2,400 in rounded casualty splits. A lower inferred figure of about 1,749 results from subtracting the Israeli Ministry of Defense soldier count of 4,624 from the overall 6,373 Israeli total."
first_arab_israeli_war_1948,1948 Arab-Israeli War / Nakba,Arab side,military_killed,5653,8953,"Computed as 3,700-7,000 Arab-state soldiers plus 1,953 Palestinians listed by al-Aref as having died in combat situations. The Palestinian combatant figure is a known/listed subset and may undercount irregulars."
first_arab_israeli_war_1948,1948 Arab-Israeli War / Nakba,Arab side,civilians_killed_directly,8047,13047,"The civilian range is inferred from total Palestinian Arab deaths of 10,000-15,000 minus 1,953 known/listed Palestinian combat deaths. This is approximate; the literature does not provide a universally accepted civilian/combatant split."
first_arab_israeli_war_1948,1948 Arab-Israeli War / Nakba,Arab side,deaths_from_actions:displacement / ethnic_cleansing / prevention_of_return,,,"Displacement is well documented, with UNCCP estimates of 726,000 and 711,000 refugees/displaced persons and broader estimates from about 520,000 to 1,000,000. However, no reliable separate death toll for disease, exposure, starvation, or other indirect mortality during the 1947-49 refugee crisis was"
malayan_emergency,Malayan Emergency,Federation of Malaya / British Empire and Commonwealth security forces,military_killed,1856,1868,"Includes security forces killed during the Emergency. Hack's government-statistics table gives 1,865, broken down as 1,346 police and 519 army/Commonwealth deaths; other sources give 1,856 or rounded figures around 1,800."
malayan_emergency,Malayan Emergency,Federation of Malaya / British Empire and Commonwealth security forces,civilians_killed_directly,38,94,"Low/point are confirmed British military civilian killings as compiled by AOAV; high adds AOAV's 56 suspicious fatal shootings. This is not a complete perpetrator-coded total for every government-side action, especially police actions."
malayan_emergency,Malayan Emergency,Federation of Malaya / British Empire and Commonwealth security forces,deaths_from_actions:displacement,,,"Forced resettlement moved roughly 500,000 to over 560,000 people into New Villages, and over 1 million if defensible labor lines are included. Qualitative accounts describe coercion, deprivation, disease, and death, especially among Orang Asli, but no reliable consolidated mortality estimate was fou"
malayan_emergency,Malayan Emergency,Malayan Communist Party / Malayan National Liberation Army,military_killed,6697,6711,"Hack's government-statistics table gives 6,711 insurgents killed. Cross-checks give 6,697, 6,698, or rounded figures around 6,700."
malayan_emergency,Malayan Emergency,Malayan Communist Party / Malayan National Liberation Army,civilians_killed_directly,2379,3245,"The point estimate of 2,435 is a residual calculation: 2,473 official civilian killed minus 38 confirmed British military killings. It should not be read as an official perpetrator-coded MCP/MNLA figure."
korean_war,Korean War,UN/ROK coalition,military_killed,219239,226413,"Low/point uses ROK 178,569 plus UN/U.S.-inclusive coalition accounting of 40,670 from the Korean War Legacy Foundation table. High adds 7,174 KATUSA listed on the U.S. memorial wall as a possible separate category, although this may overlap with ROK accounting. U.S. deaths are cross-checked against "
korean_war,Korean War,UN/ROK coalition,civilians_killed_directly,347291,487291,"The low/high direct-civilian totals add only the large quantified buckets: ROK political massacres, U.S. force killings in South Korea, and the Soviet estimate of bombing deaths in North Korea. This is a floor and does not include every shelling, front-line killing, or unrecorded massacre."
korean_war,Korean War,UN/ROK coalition,deaths_from_actions:forced_march,50000,90000,"South Korean conscripts died from starvation, disease, and exposure after corruption and embezzlement in the National Defense Corps supply system; some sources give an upper figure as high as 120,000, but 50,000-90,000 is the more commonly cited range."
korean_war,Korean War,UN/ROK coalition,deaths_from_actions:infrastructure_destruction,,,"The UN/U.S. bombing campaign destroyed much of North Korea's infrastructure. Available sources provide a bombing-death estimate of 282,000 and larger missing/refugee categories, but no defensible separate subtotal for indirect deaths from infrastructure destruction."
korean_war,Korean War,DPRK/PRC/Soviet coalition,military_killed,521256,922299,"Low uses DPRK 294,151 dead plus 91,206 missing, China 135,600, and Soviet 299. Point uses DPRK 522,000, China official 197,653, and Soviet 299. High uses DPRK 522,000, Chinese all-cause estimates up to about 400,000, and Soviet 299."
korean_war,Korean War,DPRK/PRC/Soviet coalition,civilians_killed_directly,128000,,The direct-civilian point estimate is based on the South Korean survey category of civilians murdered by political atrocities. The true high is unknown because many missing and abducted civilians may have died but cannot be counted securely.
korean_war,Korean War,DPRK/PRC/Soviet coalition,deaths_from_actions:abduction,,,"South Korean records list tens of thousands of wartime abductees, including a 1952 list of 82,959 names and estimates of at least 120,000 abductees, but the number who died as a result is not securely quantified."
korean_war,Korean War,DPRK/PRC/Soviet coalition,deaths_from_actions:displacement,,,"North Korea's invasion and later Chinese intervention contributed to mass displacement and indirect mortality, but available sources do not provide a defensible DPRK/PRC-specific indirect-death subtotal separable from the overall civilian death toll."
mau_mau_uprising,Mau Mau Uprising,British colonial government and loyalist/security forces,military_killed,167,3000,"The low is the official Corfield/colonial figure for security forces killed up to the end of 1956. The high is a broader Anderson-style figure of over 3,000 African police and soldiers killed; it likely uses a wider definition including African police/soldiers and possibly loyalist auxiliaries."
mau_mau_uprising,Mau Mau Uprising,British colonial government and loyalist/security forces,civilians_killed_directly,144,,"At least 144 confirmed civilian killings by British military forces alone. The true high is unknown because Home Guard, Kenya Regiment, police, detention, screening, and reprisal deaths were not comprehensively counted in a single reliable source."
mau_mau_uprising,Mau Mau Uprising,British colonial government and loyalist/security forces,deaths_from_actions:detention,,,"Anderson estimates about 150,000 detainees; Elkins estimates 160,000 to 320,000 passed through detention camps. Deaths within this system are real but not cleanly quantified separately from overall excess mortality."
mau_mau_uprising,Mau Mau Uprising,British colonial government and loyalist/security forces,deaths_from_actions:displacement,,,"More than 1 million people were held in forced villages; this is an exposure figure, not a death count."
mau_mau_uprising,Mau Mau Uprising,British colonial government and loyalist/security forces,deaths_from_actions:famine,25000,50000,"Blacker estimates perhaps 50,000 excess deaths, more than half children under 10, mostly from malnutrition, starvation and disease from wartime conditions. The low is a conservative allocation within Anderson's roughly 25,000 total-death estimate; attribution to British actions is substantial but no"
mau_mau_uprising,Mau Mau Uprising,British colonial government and loyalist/security forces,deaths_from_actions:disease,,,"Disease deaths are included in Blacker's excess-mortality estimate and in qualitative accounts of detention and villagization, but no accepted separate number exists."
mau_mau_uprising,Mau Mau Uprising,Mau Mau / Kenya Land and Freedom Army,military_killed,11503,30000,"The low is the official Corfield figure for 'terrorists' killed up to the end of 1956. Modern estimates revise Mau Mau fatalities upward to at least 20,000, and some unofficial estimates give 20,000 to 30,000 rebel casualties. The 1,090 judicial hangings are noted separately because they may overlap"
mau_mau_uprising,Mau Mau Uprising,Mau Mau / Kenya Land and Freedom Army,civilians_killed_directly,1877,5058,"The official floor is 1,877 loyal civilians killed, including 32 Europeans; a more detailed official breakdown gives 1,819 African, 32 European and 26 Asian civilians. Anderson's higher estimate for African civilians killed by Mau Mau is about 5,000."
algerian_war,Algerian War of Independence,"French state, armed forces, police, and pro-French auxiliaries",military_killed,25000,27500,"French official and memory sources give about 25,000 to 25,600 military deaths, while some historian summaries give about 27,500. These include deaths by combat, accident, disease, and missing, but do not include the later post-independence massacre of demobilized harkis and families."
algerian_war,Algerian War of Independence,"French state, armed forces, police, and pro-French auxiliaries",civilians_killed_directly,55000,,"A minimum non-harki Algerian civilian death figure of about 55,000-60,000 is cited via Evans/Meynier but is not cleanly attributed by perpetrator. French repression/democide estimates reach at least 100,000, but direct vs indirect attribution remains unresolved."
algerian_war,Algerian War of Independence,"French state, armed forces, police, and pro-French auxiliaries",deaths_from_actions:displacement,,200000,"Between two and three million Algerians were forcibly displaced; by late 1960 more than 2.1 million were in over 1,150 camps. Camp-related mortality from hunger, disease, exposure, and deprivation is often estimated at about 200,000, though the figure is difficult to verify and may overlap with broa"
algerian_war,Algerian War of Independence,FLN / ALN,military_killed,140000,153000,"French official figures gave about 141,000 presumed rebel combatants killed; French military-history sources give about 153,000 ALN/FLN dead, including roughly 10,000 internal-purge victims and 2,000 killed in clashes involving Moroccan or Tunisian forces. Some civilians may have been counted as reb"
algerian_war,Algerian War of Independence,FLN / ALN,civilians_killed_directly,29000,75000,"The low includes civilians killed plus disappeared presumed dead; the high is based mainly on French-source estimates for Muslim civilians and approximate additions for European/café-war deaths, with possible overlap."
algerian_war,Algerian War of Independence,FLN / ALN,deaths_from_actions:reprisal,10000,150000,"Post-cease-fire and post-independence reprisals against harkis are estimated from 10,000 to 150,000 in a peer-reviewed study; other historian ranges include 15,000-30,000 and 60,000-80,000."
algerian_war,Algerian War of Independence,FLN / ALN,deaths_from_actions:internal_purge,10000,12000,"Some French military-history sources give about 10,000 internal-purge victims within the ALN/FLN toll; other summaries cite more than 12,000 Algerians dead in internal FLN purges."
algerian_war,Algerian War of Independence,Organisation armée secrète (OAS) and French-Algeria ultras,military_killed,100,100,A commonly cited summary gives about 100 OAS dead; this figure is less central and less robustly documented than French army or ALN losses.
algerian_war,Algerian War of Independence,Organisation armée secrète (OAS) and French-Algeria ultras,civilians_killed_directly,1700,2200,OAS casualties caused are treated separately from the French state because the OAS also fought the French government and sought to sabotage the peace settlement.
algerian_war,Algerian War of Independence,MNA and other Algerian nationalist rivals,military_killed,,,"No clean, widely accepted military death toll for the MNA as a separate belligerent was found. Many deaths are folded into FLN-MNA internecine violence or broader Algerian totals."
algerian_war,Algerian War of Independence,MNA and other Algerian nationalist rivals,civilians_killed_directly,3975,5000,These deaths overlap with the FLN-MNA café-war entry above and should not be double-counted in totals.
great_leap_forward_famine,Great Leap Forward famine (China),People's Republic of China / Chinese Communist Party state apparatus,military_killed,,,"Not a conventional armed conflict; no comprehensive famine-specific estimate of PLA or security-force deaths while serving was found. A related Great Leap Forward-era suppression episode, the Xunhua Incident, is reported as killing 17 PLA soldiers, but this is not an aggregate military-casualty figu"
great_leap_forward_famine,Great Leap Forward famine (China),People's Republic of China / Chinese Communist Party state apparatus,civilians_killed_directly,2000000,3000000,"Direct civilian killing was real and widespread in archival and survivor accounts, but the national number is much less securely established than total excess mortality. The 2-3 million range is primarily associated with Dikötter and should be treated as an estimate, not a census count."
great_leap_forward_famine,Great Leap Forward famine (China),People's Republic of China / Chinese Communist Party state apparatus,deaths_from_actions:famine,13000000,42000000,"Derived non-overlap estimate: mainstream total excess deaths of about 15-45 million minus the direct-killing range of about 2-3 million. Demographic studies usually estimate total excess mortality rather than cleanly separating starvation, disease, exhaustion, overwork, direct violence, and suicide."
great_leap_forward_famine,Great Leap Forward famine (China),People's Republic of China / Chinese Communist Party state apparatus,deaths_from_actions:forced_labor,,,"Dikötter's total includes people 'worked' to death, but accessible summaries do not provide a separate nationwide number for forced-labor or overwork deaths alone."
vietnam_war,"Vietnam War (Second Indochina War, incl. Cambodia/Laos bombing)",Anti-communist coalition,military_killed,264000,314000,"Known/common estimates: South Vietnam 200,000-250,000; United States 58,220; South Korea about 5,099; Australia about 523-526; Thailand about 351; New Zealand 37; Philippines 9; Taiwan about 25. Khmer Republic and Royal Lao losses are not reliably separable here."
vietnam_war,"Vietnam War (Second Indochina War, incl. Cambodia/Laos bombing)",Anti-communist coalition,civilians_killed_directly,295000,760000,"The low/high are rough, non-additive attribution bounds. South Vietnam, Cambodia, and North Vietnam bombing/firepower categories overlap with broader civilian death estimates; Laos is not included numerically because killed-versus-wounded is not separated."
vietnam_war,"Vietnam War (Second Indochina War, incl. Cambodia/Laos bombing)",Anti-communist coalition,deaths_from_actions:displacement,,,"The Senate Refugee Subcommittee recorded 11,683,000 cumulative refugee displacements in South Vietnam since 1964-1965, but deaths from disease, exposure, hunger, and collapse of care are not separately counted."
vietnam_war,"Vietnam War (Second Indochina War, incl. Cambodia/Laos bombing)",Anti-communist coalition,deaths_from_actions:chemical_exposure,,,"The U.S. VA states more than 19 million gallons of tactical herbicides were sprayed from 1962-1971. Vietnam reports 400,000 deaths or permanent injuries and 500,000 birth defects, but no clean death-only count is established; not rolled into totals."
vietnam_war,"Vietnam War (Second Indochina War, incl. Cambodia/Laos bombing)",Communist coalition,military_killed,850000,1100000,"Vietnam's later official survey is reported as 849,018 confirmed PAVN/VC military deaths for roughly 1960-1975; the 1995 official figure was about 1.1 million North Vietnamese and Viet Cong fighters killed. Chinese, Soviet, and North Korean losses were much smaller and are often reported separately;"
vietnam_war,"Vietnam War (Second Indochina War, incl. Cambodia/Laos bombing)",Communist coalition,civilians_killed_directly,116000,380000,Low/high are rough and non-additive. The low combines Lewy's Vietnam assassination figure with Sliwinski-derived Cambodian assassinations; the high combines Rummel's high PAVN/VC democide figure with Cambodian assassination deaths. Some battlefield civilian deaths from communist offensives are not a
vietnam_war,"Vietnam War (Second Indochina War, incl. Cambodia/Laos bombing)",Communist coalition,deaths_from_actions:displacement,,,"Communist offensives, coercive village control, shelling, mined roads, and siege conditions contributed to large refugee flows and indirect mortality, but deaths from disease, hunger, and exposure are not separately quantified in the sources reviewed."
congo_crisis,Congo Crisis,Congolese central government and pro-government forces,military_killed,235,,Documented minimum from PRIO/Clodfelter for the 1964 anti-Simba campaign: about 200 Congolese soldiers and 35 mercenaries killed. Total government-side losses across all phases are not cleanly reported.
congo_crisis,Congo Crisis,Congolese central government and pro-government forces,civilians_killed_directly,6000,,"The direct-civilian low combines the best documented South Kasai and Kikwit minimums. A much higher figure is possible, but higher Kwilu repression figures conflict with other sub-conflict totals."
congo_crisis,Congo Crisis,Congolese central government and pro-government forces,deaths_from_actions:famine,,,"Displacement after ethnic conflict and the ANC offensive contributed to famine and epidemic malnutrition; sources report at least 200 refugees dying per day in December 1960, but no reliable cumulative total."
